"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Social CRM analytics","M. A. Marques; C. J. Costa","Universidade de Lisboa, Lisboa, Lisboa, PT; Universidade de Lisboa, Lisboa, Lisboa, PT","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Social Customer Relationship Management (Social CRM) is an emerging concept that integrates traditional CRM and social networks, influenced by Web 2.0, to provide benefits for both organizations and customers. This paper aims to provide a review of the existing literature on Social CRM, seeking later to develop a solution that helps to understand all the data that flow in a Social CRM system and that can help us to focus on a better strategy.","","978-989-98434-8-6","10.23919/CISTI.2018.8399188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399188","component;formatting;style;styling;headings","Customer relationship management;Web 2.0;Software;Social network services;Economics","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"A methodological approach — Working emotions and learning using facial expressions","C. M. C. Paxiuba; C. P. Lima","Universidade Federal do Oeste do Para, Santarem, PA, BR; Universidade Federal do Oeste do Para, Santarem, PA, BR","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","4","This work proposes a teaching model that uses the student's emotions to improve the teaching-learning process. For this, it uses software to capture students `facial expressions during classes, and later, algorithms analyze and establish correlations between students' facial expressions, emotions, teaching methodologies and student performance. To perform these analyzes will be used artificial intelligence techniques such as deep learning to establish correlations. This work has been under way for twelve months.","","978-989-98434-8-6","10.23919/CISTI.2018.8399189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399189","learning;emotions;technologies","Instruments;Computational modeling;Software;Machine learning;Education;Correlation;Software algorithms","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"A case study in the pharmaceutical sector in Portugal The implementation of an automated system at Farmácia Giro to increase competitiveness","R. Caetano da Rosa; M. Au-Yong-Oliveira; R. Goncalves; F. Branco","Universidade de Aveiro, Aveiro, Aveiro, PT; Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT; Universidade de Aveiro, Aveiro, Aveiro, PT; Universidade de Tras-os-Montes e Alto Douro, Vila Real, Vila Real, PT","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","The evolution and advances in technology bring with them a strong necessity of fast adaptation of the multiple industries and sectors, in order to meet market requirements. This paper is a case study based on qualitative research, which addresses the implementation of an automated system in a Portuguese pharmacy. The aim was to understand how these systems work, and what advantages and disadvantages exist as well as to understand what awaits us in the future in the pharmaceutical field through the analysis of a real example. A personal interview was performed, in January 2018, with the owner and director of the Giro pharmacy; a session of passive observation was also realized. The aim was to learn about and observe the implementation of an automated system for the distribution of products from storage. The advantage of the system is that it allows for a more personalized service, as the employee does not need to be absent at any time during the delivery of the service. Innovation and its source was also a topic during the interview. International contacts and observing how firms function in other countries which are technologically more advanced (e.g. in Germany) were revealed as being important.","","978-989-98434-8-6","10.23919/CISTI.2018.8399190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399190","Automation;technology;pharmacy;services automation","Pharmaceuticals;Economics;Industrial engineering;Face;Interviews;Automation;Artificial intelligence","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Sales forecast in an IT company using time series","P. Sobreiro; D. Martinho; A. Pratas","Instituto Politecnico de Santarem, Santarem, SantarÃ©m, PT; ISLA Santarém; CEPESE, Santarém, Portugal; Porto, Portugal; ISLA Santarém, Santarém, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","5","The sales forecast is fundamental for the planning of the activity of the companies providing, important indicators for the support of the decisions of the managers. This study aims to explore the potential of time series prediction algorithms in an IT company. The forecast was based on the company's billing data for 192 months of activity. The analysis of the data was based on the Cross Industry Standard Process for Data Mining approach and for the treatment; we used the Anaconda IPython and Pandas. We developed the prediction with three models using R: Exponential Smoothing (Holt-Winters), autoregressive integrated moving average (ARIMA) and artificial neural networks (ANN). The comparison of the performance of each of the methods shows that the model based on artificial neural networks has a greater accuracy in the prediction. These results need deepening the study to broaden the universe of the studied contexts. However, the simplicity in the application of the artificial neural networks model makes possible its use in computer applications without specific knowledge, giving a reliable instrument that allows the supporting decision-making by managers.","","978-989-98434-8-6","10.23919/CISTI.2018.8399191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399191","algorithms;decision support;neural networks;time series","Artificial neural networks;Time series analysis;Smoothing methods;Data mining;Companies;Standards;Predictive models","","2","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Computer programming as a tool to improve mathematic skills in basic education","R. Barroso; A. Castro; Á. Rocha","Instituto Superior de Engenharia, Instituto Politécnico do Porto, Porto, Portugal; Instituto Superior de Engenharia, Instituto Politécnico do Porto, Porto, Portugal; Departamento de Engenharia Informática, Universidade de Coimbra, Coimbra, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","3","Nowadays, technology is present everywhere and accessible to almost everyone. Young people regularly have access to some sort of device such as a tablet, computer or smartphone. In this type of population, there is a natural attraction for technology that can be used by the school to encourage the learning of computer programming. We believe that the same technology can have a key role in learning other subjects such as mathematics. In this thesis we propose to address such problem by creating programming exercises that explore specific topics in mathematics and analyse if this approach has a real benefit in a real context.","","978-989-98434-8-6","10.23919/CISTI.2018.8399192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399192","learning;mathematics;programming;lms","Mathematics;Programming profession;Education;Tools;Presses;Europe","","1","","15","","28 Jun 2018","","","IEEE","IEEE Conferences"
"The collective online shopping system: The impact of the effectiveness for the Portuguese business partners","F. Colaco; L. M. S. Laureano; R. M. S. Laureano; P. A. de Sousa Ferreira","Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; BRU-IUL, Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Globalization and the emergence of the internet have significantly influenced the creation of new business models where the main goal is to effectively and efficiently implement strategies to surpass clients' expectations. The collective online shopping systems emerge in 2008, and may be considered as an effective promotion tool for business partners. In this context, the main goal of this research paper is to evaluate the perception of the business partners on the effectiveness of the last promotional campaign made using a collective online shopping system. Additionally, it is also analysed the consequents of effectiveness. The sample is comprised of 38 global business partners. The results lead to the following conclusions. First, the global effectiveness of the campaigns tends to be positive, mainly due to the non-financial effectiveness. Second, the global and non-financial effectiveness are predictors of their consequents, namely: word-of-mouth marketing, image, returning customers, customer retention, repeat the promotion and recommend promotion, while the financial effectiveness has no influence on any consequent. The existing literature on collective online shopping systems is still scarce. This research contributes to the literature by analysing the effectiveness and identifying the consequents of the effectiveness. From a business perspective, this study may help business partners to evaluate the impact on their business from promotional campaigns using collective online shopping sites and make a decision whether to join or not. From the site managers' perspective, this study may contribute to a better understanding of the perception held by the business partners on the business model's effectiveness and how to better meet their objectives.","","978-989-98434-8-6","10.23919/CISTI.2018.8399193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399193","collective online shopping;effectiveness;discount site;business parteners","Companies;Industries;Globalization;Tools;Bibliographies","","","","24","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Running license plate recognition (LPR) algorithms on smart survillance cameras. A feasibility analysis","L. Dominguez; J. P. D'Amato; A. Perez; A. Rubiales; R. Barbuzza","PLADEMA, CONICET - Univ. Nac. Del Centro de la Prov. Bs. As., Tandil, Argentina; CONICET - Univ. Nac. Del Centro de la Prov. Bs. As. PLADEMA, Tandil, Argentina; PLADEMA, CICPBA - Univ. Nac. Del Centro de la Prov. Bs. As., Tandil, Argentina; PLADEMA, CICPBA - Univ. Nac. Del Centro de la Prov. Bs. As., Tandil, Argentina; PLADEMA, CICPBA - Univ. Nac. Del Centro de la Prov. Bs. As., Tandil, Argentina","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","5","In many of cities, video surveillance is employed to prevent crime, having hundreds of cameras and sensors monitoring activities during the whole day. Due to the huge amount of video information generated in real time, these surveillance centers are requiring more technology and intelligence to support human operators in many complex situations. There are important analyses that could be realized with this video-data: from criminalistics event detection to particular object recognition. One important tool is License Plate Recognition(LPR) that helps detecting vehicles, that could have been robbed. Although corporative solutions exist, these techniques require a lot of processing power and special located cameras, that not always could be afford by the local government. In this context, the proposed project is based on applying open-source LPR algorithms that runs on already existent surveillance cameras. These cameras are observing a complete scene (not just a line as it is commonly used), so LPR algorithms are rather slow, processing only 1 image per second. For this reason, the objective is to improve the performance combining parallel LPR processing and object tracking algorithms. This work describes the ongoing implementation, the techniques currently used for object tracking and LPR implementation, and exposes results regarding the efficiency of the solution.","","978-989-98434-8-6","10.23919/CISTI.2018.8399194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399194","Image processing;license-plate recognition;Security;surveillance;open platform;digital government;component;formatting;style;styling;headings","Cameras;License plate recognition;Real-time systems;Task analysis;Streaming media;Surveillance;Security","","2","","15","","28 Jun 2018","","","IEEE","IEEE Conferences"
"A software-based predictive model for greenhouse gas mitigation: Towards environmental sustainability","S. V. Moncada; M. G. Palacio; M. Luna-delRisco; C. A. A. Orozco; J. Jair; Q. Montealegre; J. C. Imbachi; I. Diaz-Forero","Energy Engineering Department, University of of Medellín; Center for Design and Manufacture of Leather; Universidad de Medellin, Medellin, CO; Energy Engineering Department, University of of Medellín; Energy Engineering Department, University of of Medellín; Center for Design and Manufacture of Leather; Center for Design and Manufacture of Leather; BIOMATIC Research Group Servicio Nacional de Aprendizaje - SENA, Medellín, Colombia","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","In the last years research-based programs relevant to sustainability have been developed. Some technological research programs are focused on the design of systems and processes that can be useful for mitigating greenhouse gas emissions as CO2. To diminish the negative impact caused by CO2 for global warming, its chemical transformation in Dimethyl Carbonate is a promising technology. Dimethyl Carbonate is a solvent with low toxicity and due to oxidative capacity can be used as fuel additive. In this work, the membrane reactor technology to improve the Dymethyl Carbonate production is explored from the perspective of modelling and simulation. As a result, a software-based model is implemented, in order to develop and couple different models for describing the membrane reactor. Simulation results showed that the membrane reactor, compared with conventional reactor, increase the reaction conversion and Dymethyl Carbonate production up to 67% and 78%, respectively. Finally, it can be seen that the solution obtained from software-based model allows to conclude that membrane reactor is a promising technology to mitigate CO2 emissions, allowing to achieve environmental sustainability.","","978-989-98434-8-6","10.23919/CISTI.2018.8399195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399195","Sustainability;Greenhouse emission;green reagent;simulation;membrane reactor technology","Mathematical model;Inductors;Monte Carlo methods;Production;Numerical models;Sustainable development;Software","","","","43","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Knowledge management model and measurement of intellectual capital in the financial sector","V. H. M. Garcia; E. Y. F. Rodriguez; L. M. M. Estrada","Universidad Distrital Francisco Jose de Caldas, Bogota, CO; Maestría en Ingeniería Industrial, Universidad Distrital F.J.C., Bogotá - Colombia; Maestría en Educación, Universidad Distrital F.J.C., Bogotá - Colombia","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","7","The purpose of this research was to design and apply a knowledge management and measurement model of intellectual capital in a service company belonging to the financial sector. To develop the model it used the Soft Systems Methodology and and for its validation and evaluation the integration of systems dynamics with the Integral Scorecard was applied. The contribution of the model was the incorporation of 30 unpublished indicators for the measurement of intellectual capital, which established the relation of these new indicators of knowledge with the traditional indicators of management of the basic processes of the office network. The proposed model allowed to demonstrate the contribution of knowledge as an intangible asset capable of generating competitive advantages for service offices in this area. Also, it was verified the importance of the processes related to the knowledge and its direct impact on the commercial results of the network of offices of the bank.","","978-989-98434-8-6","10.23919/CISTI.2018.8399196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399196","Knowledge management;intellectual capital;business results;balanced scorecard;systems dynamics","Knowledge management;Silicon compounds;System dynamics;Knowledge engineering;Software;Medical services;Companies","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Consumption of musical content and movies/series online in Portugal","A. F. Silva; G. Trindade; M. da Conceição Santos","Portugal Bus. Res. Unit, Inst. Univ. de Lisboa, Lisbon, Portugal; Business Research Unit, (BRU-IUL), Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; Business Research Unit, (BRU-IUL), Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","This study addresses the online consumption of music and movies online, according to the frequency of Internet use. The time spent on Internet goes beyond a simple search or checking the email. Although globalization implies visualizing a trend among various subcultures, the present study seeks to understand if there are differences in the Portuguese users' behavior or perceptions about the consumption of Internet contents in terms of music (or music videos) and movies and television series. Are there sociodemographic differences among Portuguese users? Are the Portuguese users' choices homogeneous in how often they use the Internet to access music and movies online? The answer to these research questions is the purpose of this study. Using the Flash Eurobarometer 437 database, it is identified that age is significantly related to the frequency of using the Internet to access music and movies online. It is also observed that gender is significantly related to frequency of using the Internet to access movies online. The choices facing the Portuguese respondents are not homogeneous regarding the frequency of Internet use to access music and movies online as observed in six clusters with different characteristics. These results can be an indication that policies concerning the music and movies contents should fit the characteristics of each of these clusters.","","978-989-98434-8-6","10.23919/CISTI.2018.8399197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399197","Internet;Streaming platforms;Music online;Movies online","Internet;Motion pictures;Music;TV;Videos;Business;Telecommunications","","","","17","","28 Jun 2018","","","IEEE","IEEE Conferences"
"A student look on the use of virtual learning environment tools in the face to face teaching learning","L. V. G. Alvareli; M. C. M. Bento; N. A. A. de Oliveira",Centro Universitário Teresa D'Ávila - UNIFATEA Lorena/SP - Brasil; Centro Universitário Teresa D'Ávila - UNIFATEA Lorena/SP - Brasil; Centro Universitário Teresa D'Ávila - UNIFATEA Lorena/SP - Brasil,"2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","5","Education in higher education at the beginning of the 21st century requires the use of online environments integrated to face-to-face classes. This practice favors the personalization of dynamics for students' teaching-learning process. This paper is part of a larger research carried out in a Brazilian Salesian institution of higher education on the use of Virtual Learning Environments (VLE) in the training of undergraduate students. It presents the vision of ninety students who used an institutional VLE. Through an action research, it was observed that the students note the necessity and wish an improvement in the use of VLE. It is concluded that there is a need to maintain the action-reflection-action movement in the teacher's formation, strengthening the listening to the students about several possibilities of using VLE in higher education, that contemplates the student protagonism and his/her capacity of solving real problems still in the moment of formation.","","978-989-98434-8-6","10.23919/CISTI.2018.8399198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399198","virtual learning environment;higher education;hybrid teaching;teacher training;student training","Training;Bills of materials;Face;Nanoelectromechanical systems;Tools;Google","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Evaluation of relation extraction systems for Portuguese language pt-BR","C. G. A. Cruz; L. Weitzel","Universidade Federal Fluminense, Niteroi, Rio de Janeiro, BR; Universidade Federal Fluminense, Niteroi, Rio de Janeiro, BR","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Many applications in information extraction, natural language understanding, and information retrieval require an understanding of the semantic relations between entities. Several approaches have been proposed for the extraction of relations from unstructured sources. For some languages, such as English, there is extensive research and literature. Thus, based on this scenario, this paper aims to adapt and evaluate the ReVerb and OpenNLP tools for Portuguese pt-BR. The results indicate that the ReVerb adjusted for extracting relations in Portuguese is satisfactory.","","978-989-98434-8-6","10.23919/CISTI.2018.8399199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399199","relation extraction;natural language processing;semantic realtions","Information retrieval;Computational modeling;Adaptation models;Semantics;Robustness;Natural languages;Tools","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Wearable technology model to control and monitor hypertension during pregnancy","B. D. B. Lopez; J. A. A. Aguirre; D. A. R. Coronado; P. A. Gonzalez","Escuela de Ingeniería de Sistemas y Computación, Universidad Peruana de Ciencias Aplicadas, Lima, Perú; Escuela de Ingeniería de Sistemas y Computación, Universidad Peruana de Ciencias Aplicadas, Lima, Perú; Escuela de Ingeniería de Sistemas y Computación, Universidad Peruana de Ciencias Aplicadas, Lima, Perú; Rowe School of Business, Faculty of Management Dalhousie University, Halifax, Canadá","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","In this paper, we proposed a wearable technology model to control and monitor hypertension during pregnancy. We enhanced prior models by adding a series of health parameters that could potentially prevent and correct hypertension disorders in pregnancy. Our proposed model also emphasizes the application of real-time data analysis for the healthcare organization. In this process, we also assessed the current technologies and systems applications offered in the market. The model consists of four phases: 1. The health parameters of the patient are collected through a wearable device; 2. The data is received by a mobile application; 3. The data is stored in a cloud database; 4. The data is analyzed on real-time using a data analytics application. The model was validated and piloted in a public hospital in Lima, Peru. The preliminary results showed an increased-on number of controlled patients by 11% and a reduction of maternal deaths by 7%, among other relevant health factors that allowed healthcare providers to take corrective and preventive actions.","","978-989-98434-8-6","10.23919/CISTI.2018.8399200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399200","wearable;technology;mobile health application;hypertension;pregnancy;data analytics","Biomedical monitoring;Hypertension;Pregnancy;Monitoring;Blood pressure;Cloud computing","","10","","27","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Iintegration of numerical oceanographic modeling systems via web services","P. Serpa; L. Weitzel; L. Calado","Universidade Federal Fluminense, Niteroi, Rio de Janeiro, BR; Universidade Federal Fluminense, Niteroi, Rio de Janeiro, BR; Instituto de Estudos do Mar Almirante Paulo Moreira - IEAPM, Arraial do Cabo - RJ, Brasil","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","The main goal of this research is to study and design a system that uses Web Services paradigm in order to integrate oceanographic numerical modeling systems and autonomous computational systems. The system aims to provide an abstraction layer between applications such as Matlab, Fortran, Python, Java Script and the underlying network infrastructure. The system is based on the REST architecture and the JavaScript Object Notation (JSON) programming language. Thus, both internal modules and external systems can communicate in a distributed, low-coupling and transparent manner, regardless of their locale, development language and hardware platform. For Operational Oceanography, these characteristics bring some advantages, for instance, it provides greater processing power for the execution of numerical models using specific hardware and it is possible to integrate new numerical models. In this sense, the proposed system enables the evolution of the Numerical Oceanographic Prediction System specially core operations of the Almirante Paulo Moreira Institute of Sea Studies (Brazilian Navy), as well as other oceanographic researches in general.","","978-989-98434-8-6","10.23919/CISTI.2018.8399201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399201","Web Service;REST;Oceanograph;Numerical Forecast","Web services;Computational modeling;Mathematical model;Hardware;Numerical models;Matlab;Orbits","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"A knowledge management architecture for information technology services delivery","T. Almeida; J. B. de Vasconcelos; G. Pestana","Universidade Europeia, Laureate International Universities, Lisboa, Portugal; Universidade Europeia, Laureate International Universities, Lisboa, Portugal; Universidade Europeia, Laureate International Universities, Lisboa, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","4","This research paper aims to integrate knowledge management and data science practices with information technology services. Knowledge Management is a multidisciplinary scientific domain associated to the knowledge across departments of the organizations and is a field for researchers develop new improvements and innovations. New practices are evolving and incorporated in organizations, as is the case of IT Service Management and the service delivery provided to users and customers. Today's IT business is unstable, characterized by the speed of changes, where technology modify quickly, competitors multiply, and products and services rapidly become outdated. This research aims to provide a contribution to Knowledge Management by defining an architecture in order to demonstrate that this practices can contribute to improve IT services delivery. Design Science Methodology will be used to develop the architecture with a case study to achieve the expected results of providing a better results in the company service level agreement.","","978-989-98434-8-6","10.23919/CISTI.2018.8399202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399202","Knowledge Management (KM);Information Technology (IT);IT Service Mangement;Service KM System","Maintenance engineering;Companies;Knowledge management;Information systems;Unified modeling language","","8","","16","","28 Jun 2018","","","IEEE","IEEE Conferences"
"The influence of document characteristics on the quality of health web documents","M. Oroszlanyova; C. T. Lopes; S. Nunes; C. Ribeiro","Department of Informatics Engineering (DEI), Faculty of Engineering of the University of Porto (FEUP), Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","7","The quality of consumer-oriented health information on the Web is usually assessed through the medical certification of websites. These tools are built upon quality indicators but, so far, no standard set of indicators has been defined. The objective of the present study is to explore the popularity of specific document features and their influence on the quality of health web documents, using HON code as ground truth. A set of top-ranked health documents retrieved from a major search engine was characterized in a univariate analysis, and then used in a bivariate analysis to seek features that affect documents' quality. The univariate analysis provides insights into the characteristics of the overall population of the health web documents. The bivariate analysis reveals strong relations between documents' quality and a set of features (namely split content, videos, images, advertisements, English language) that are potential quality indicators. We characterized health web documents and identified specific document features that can be used to assess whether the information in such documents is trustworthy. The main contribution of this work is to provide other features as candidate indicators of quality. Non-health professionals can use these indicators in automatic and manual assessments of health content.","","978-989-98434-8-6","10.23919/CISTI.2018.8399203","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399203","consumer health information;information retrieval;world wide web;information quality;medical information science;certification","Certification;Google;Tools;Standards;Search engines;Sociology;Statistics","","","","25","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Non-invasive monitoring environment: Toward solutions for assessing postures at work","C. Marino; J. Vargas; C. Aldas; L. Morales; R. Toasa","Facultad de Ingeniería en Sistemas Electrónica e Industrial, Universidad Técnica de Ambato, Ambato, Ecuador; Facultad de Ingeniería en Sistemas Electrónica e Industrial, Universidad Técnica de Ambato, Ambato, Ecuador; Facultad de Ingeniería en Sistemas Electrónica e Industrial, Universidad Técnica de Ambato, Ambato, Ecuador; Facultad de Ingeniería en Sistemas Electrónica e Industrial, Universidad Técnica de Ambato, Ambato, Ecuador; School of Technology and Management, Polytechnic Institute of Leiria, Leiria, Portugal","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","4","This research work presents the Non-Invasive Monitoring Environment, to analyze the body postures of a person during daily work activities, through the use of sensors. Ergonomic assessment is a strong eHealth study to measure the risk of incorrect postures at work. The visual information of the evaluation in real time allows identifying the exact points and the time of the activity that the evaluated person presented with some risk for its quantification with some approved evaluation method. The monitoring or evaluation should not interrupt the person in their activity, much less bother with sensors in the body, which prevents the analysis of postures at work. The study of the sensors in evaluation of the postures at work, seeks to spread the understanding on the ergonomic impact and the feedback towards the person, as a solution of eHealth software.","","978-989-98434-8-6","10.23919/CISTI.2018.8399204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399204","non-invasive monitoring;sensors;eHealth software;ergonomic assessment","Sensors;Ergonomics;Monitoring;Software;Cameras;Electronic healthcare;Real-time systems","","3","","19","","28 Jun 2018","","","IEEE","IEEE Conferences"
"The implementation of healthcare information systems: The role of commitment and usage in benefits achievement","I. R. Cardoso; C. M. Q. Ramos; G. Andraz","Universidade de Lisboa, Lisboa, Lisboa, PT; Universidade do Algarve, Faro, Faro, PT; Universidade do Algarve, Faro, Faro, PT","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","There is an increasing interest in the relationship between the use of electronic medical records (EMR) and the production of health data. However, the assimilation of a healthcare information system (HIS) requires organizational changes in the practices of health professionals, which are not easily accepted by them. In a complex organizational context such as health, this information makes the role of the users regarding the adoption of a HIS, an important topic in the field of research of IS. In this sense, it is relevant to investigate how top management's commitment influences the commitment of the professionals in relation to the changes induced by the implementation of a HIS, as well as, in what way the HIS usage enables the achievement of expected benefits from its adoption. A qualitative, interpretative and case-based methodology was used, and the data was collected using semi-structured interviews, documentary analysis and direct observation. Two Portuguese public hospitals were analyzed. It was found that top management's commitment, and that of the Clinical Directorate is a key factor in a more rapid and comprehensive implementation of the HIS, influencing professionals' commitment and the usage of the system, which contributes to the increase of the potential expected benefits.","","978-989-98434-8-6","10.23919/CISTI.2018.8399205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399205","healthcare information systems (HIS);top management commitment;perceived benefits;usage","Hospitals;Software;Stakeholders;Decision support systems;Electronic medical records","","","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"A survey of recent developments in management cognitive neuroscience and machine learning in educational environment","P. S. M. Lopes; C. A. Silva; L. Valtensir; C. N. Targa; D. B. F. Conrado","Instituto Federal de Educacao Ciencia e Tecnologia Minas Gerais, Belo Horizonte, MG, BR; Instituto Federal de Educacao Ciencia e Tecnologia Minas Gerais, Belo Horizonte, MG, BR; Instituto Federal de Educacao Ciencia e Tecnologia Minas Gerais, Belo Horizonte, MG, BR; Instituto Federal de Educacao Ciencia e Tecnologia Minas Gerais, Belo Horizonte, MG, BR; Instituto Federal de Educacao Ciencia e Tecnologia Minas Gerais, Belo Horizonte, MG, BR","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","4","The field of cognitive neuroscience concerns the intelligence, feelings and the ability to make decisions. Considering these subdivision, this work presents recents studies of brain mapping and the use of machine learning in educational environment. The state-of-the-art of cognitive neuroscience and machine learning are presented in the context, in order to reinforce and rethinking the interconnection of technology with educational development.","","978-989-98434-8-6","10.23919/CISTI.2018.8399206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399206","cognitive neuroscience;information system;psychopedagogy;machine learning;educational environment","Machine learning;Cognitive neuroscience;Adaptation models;Brain mapping;Information systems;Computational modeling","","1","","","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Do patients want to know who accesses their personal health information?: A questionnaire to university students","S. Reis; A. Ferreira; P. Vieira-Marques; C. Santos-Pereira; R. Cruz-Correia","Universidade do Porto, Porto, Porto, PT; Universidade do Porto, Porto, Porto, PT; Universidade do Porto, Porto, Porto, PT; HealthySystems - HLTSYS, Lda, Porto, Portugal; Universidade do Porto, Porto, Porto, PT","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","28 Jun 2018","2018","","","1","6","Personal Health Information (PHI) is collected and used by multiple health professionals and multiple information systems, and usually the patient does not know who accesses their information, when and for what purposes. According to USA (HIPAA) and EU legislation (GDPR) a patient has the right to see his/her clinical information and to know who has access to it, however, the process of obtaining all this related information is still time consuming and complicated. We aim to investigate the opinion of university students regarding the existence of a tool to verify whose healthcare providers access their health information. A web-based questionnaire was designed, 33404 university students were contacted and 589 answered it (1.8% response rate). 90.7% of participants recognize that a tool with those characteristics is important, and 71.5% of them agree to use that tool. In general, we can consider that although the vast majority of participants did not show great knowledge about available healthcare legislation (81%) and that about half of respondents do not know about the use of their data by other parties (52%), more than 90% consider important the existence of a tool to view who accesses their health information. We intend to continue research on this topic and design an access control tool that can empower patients to better control their privacy and rights so to address the gaps existing in the area.","","978-989-98434-8-6","10.23919/CISTI.2018.8399207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399207","Personal health information;access control;patient access to records;patient empowerment;GDPR;HIPAA","Tools;Legislation;Clinical diagnosis;Sociology;Statistics;History","","","","10","","28 Jun 2018","","","IEEE","IEEE Conferences"
