"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design of a smart parking system using wireless sensor network","M. Quiñones; V. Gonazález; L. Quiñones; C. Valdivieso; W. Yaguana","Departamento de Ciencias de la Computación y Electrónica, Universidad Técnica Particular de Loja, Loja, Ecuador; Departamento de Geología Minas e Ingeniería Civil, Universidad Técnica Particular de Loja, Loja, Ecuador; Departamento de Ciencias de la Computación y Electrónica, Universidad Técnica Particular de Loja, Loja, Ecuador; Titulación de Electrónica y Telecomunicaciones, Universidad Técnica Particular de Loja, Loja, Ecuador; Titulación de Electrónica y Telecomunicaciones, Universidad Técnica Particular de Loja, Loja, Ecuador","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","In this article it is included the design of a smart parking system, the base was the current system ""Sistema integrado de Estacionamiento (SIMERT)"" and the mobility in Loja — Ecuador, with the use of a sensor network and wireless technology based in Zigbee 900 and Digimesh 2.4 GHz. To the feasibility of the project it was considered a technological platform that could be adapted to the city conditions and that be friendly with the environment, furthermore the suggested solution gives us connectivity with a Web application for integrated parking and usability of administrators and final users.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170430","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170430","SIMERT;SmartCities;SmartParking;WSN;RSI","Firewalls (computing);Wireless sensor networks;Zigbee;Smart cities;Monitoring;Visualization;Light emitting diodes","","7","","20","","30 Jul 2015","","","IEEE","IEEE Conferences"
"European Portuguese validation of the Post-Study System Usability Questionnaire (PSSUQ)","A. F. Rosa; A. I. Martins; V. Costa; A. Queirós; A. Silva; N. P. Rocha","IEETA, Universidade de Aveiro, Aveiro, Portugal; IEETA, Universidade de Aveiro, Aveiro, Portugal; Centro Hospitalar Trás-os Montes e Alto Douro, Vila Real - Portugal; IEETA, ESSUA Aveiro, Portugal; CINTESIS, ESSUA, Universidade de Aveiro, Aveiro, Portugal; IEETA, SACS, Aveiro, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","5","The Post-Study System Usability Questionnaire (PSSUQ) is a 19-item instrument developed to assess the user satisfaction with system usability. The PSSUQ is widely used and robust in psychometric terms. This paper presents the process of translation, cultural adaptation and contribution to validation of the European Portuguese version of PSSUQ. The study is divided in two phases, the questionnaire translation and adaptation and the questionnaire validation. The questionnaire translation resulted in a Portuguese European version of PSSUQ equivalent to the original in terms of semantic and content. The second phase consisted of the validity and reliability assessment. The PSSUQ has excelent internal consistency (α = 0.80), as well as, satisfactory inter-rater reliability (ICC = 0.67). The PSSUQ presents construct validity, with a high and significant correlation with an overall usability evaluation question (r=0.84, p<;0.05). The PSSUQ presents discriminative validity, distinguishing applications with distinct quality.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170431","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170431","Usability System Questionnaire;Portuguese European Validation;Usability Evaluation","Usability;Europe;Instruments;Cultural differences;Bills of materials;Robustness","","25","","16","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Intelligent system (HCI) for people with motor misabilities","D. J. Lancheros-Cuesta; M. P. Marin; Y. V. Saenz","Universidad Cooperativa de Colombia, Bogota, Colombia; Universidad Cooperativa de Colombia, Bogota, Colombia; Universidad Cooperativa de Colombia, Bogota, Colombia","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Currently portable electronic devices, have become the solution for people who have some degree of physical disability. It is therefore essential to design computer models, devices with embedded systems and devices mainly to allow making a communication between man and machine. This paper presents the development of an intelligent communication system for HCI to facilitate the process of access to the information systems of people with mobility disabilities.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170432","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170432","HCI system;disability;recognition algorithm","Human computer interaction;Media;Software;Computational modeling;Computers;Haptic interfaces;Visualization","","4","","7","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Sense of presence inside a feared (virtual) tunnel","A. P. Cláudio; M. Beatriz Carmo; I. L. Gomes; F. Esteves; A. Gaspar","Faculty of Sciences, BioISI-Biosystems & Integrative Sciences Institute, Campo Grande, Lisboa, Portugal; Faculty of Sciences, BioISI-Biosystems & Integrative Sciences Institute, Campo Grande, Lisboa, Portugal; Faculty of Sciences, BioISI-Biosystems & Integrative Sciences Institute, Campo Grande, Lisboa, Portugal; Dep of Psychology (PSY), Mid Sweden University, Ostersund, Sweden; Faculty of Social Sciences, Catholic University of Portugal, Lisboa, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","7","Virtual Reality in Exposure Therapy allows exposing patients to simulations of feared situations, even in cases where actual exposure is not possible or difficult. We have created a Web application that helps therapists performing this type of therapy when dealing with patients that suffer from anxiety of crossing road tunnels. The application contains a set of animations of virtual scenarios recreating a car journey across a tunnel visualized from the point of view of the traveler sitting beside the driver and exhibiting a set of potential anxiety inductors. In this paper we describe the application and report a user study to assess the adequacy of our application as a VRET tool and also to compare the impact of visualizing the animations resorting to two distinct low cost apparatus: a versatile immersive equipment and a big projection.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170433","Virtual Reality;Virtual Reality in Exposure Therapy (VRET);social anxiety;fearing of crossing tunnels;user study;sense of presence","Animation;Medical treatment;Visualization;Vehicles;Stress;Virtual reality;Solid modeling","","","","19","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Elgg social network software readjustment to mathematics education: A study case","M. F. Solarte Sarasty; M. F. Burbano Fernandez","Facultad Ingeniería Electrónica y Telecomunicaciones, Grupo de Ingeniería Telemática, Universidad del Cauca, Popayan, Colombia; Facultad Ingeniería Electrónica y Telecomunicaciones, Grupo de Ingeniería Telemática, Universidad del Cauca, Popayan, CO","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","By its nature, the mathematics teaching is one of the most difficult to perform in learning environments supported on Internet. This paper proposes the extension of Elgg social network software architecture for the use of web 2.0 services in mathematics education, and displays the results of this application in two experiences in higher education at the University of Cauca (Colombia).","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170434","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170434","Web 2.0;Social Network;Elgg;mathematic education","Social network services;Education;Mathematics;Web 2.0;Software;Context","","1","","24","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Assisted searches for open data portals","A. Lozano-Tello; J. Acedo; J. Redondo; Á. Prieto","Quercus Software Engineering Group Escuela Politécnica, Avda Universidad sn Cáceres, SPAIN; Quercus Software Engineering Group Escuela Politécnica, Avda Universidad sn Cáceres, SPAIN; Quercus Software Engineering Group Escuela Politécnica, Avda Universidad sn Cáceres, SPAIN; Quercus Software Engineering Group Escuela Politécnica, Avda Universidad sn Cáceres, SPAIN","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","7","Increasingly, public administrations and some companies are providing your data in reusable formats. Those that choose to offer the highest quality data reuse usually have a SPARQL access point so that applications that use them can make queries directly. Instead, citizens do not have that option because they generally do not know the SPARQL language. This article proposes a model to generate SPARQL queries against a opendata server from intuitively selectable options from a Web form, providing usefulness to the open data portals.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170435","opendata;linked data;ontologías;ASISDATA","Portals;Software;Visualization;Resource description framework;Smart phones;Public transportation;Global Positioning System","","","","5","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Software documentation quality: A case study for the software documentation of SIGEPE","W. M. C. da Silva; R. de Sousa; D. Q. da Mata; A. P. F. Araújo; M. Holanda; G. Dias dos Santos","Instituto Federal de Goiás-IFG; LATITUDE-UnB; LATITUDE-UnB; Depart. de Ciência da Computação, Universidade de Brasília - UnB; Depart. de Ciência da Computação, Universidade de Brasília - UnB; Ministerio do Planejamento, Orçamento e Gestão - MPOG","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Requirements determine the correct construction of software and are frequently represented explicitly in the accompanying documentation in ways that vary according to the adopted software process. The documentation is typically written in natural language and can contain elements such as figures, tables or a more formal description. The quality assurance of artifacts written in natural language has advanced significantly since the mid-70s. SIGEPE makes use of checklists with criteria weighted by both form and content. The quality assurance team conducts periodic and individual checks on strategically selected projects. In little over a year, there was a noticeable improvement in the quality of the documentation and it was possible to identify the most common points of success and failure. This paper describes a Case Study to verify the quality of the elements of SIGEPE documentation.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170436","Quality;Artifact;Software Documentation;SIGEPE","Software;Documentation;Natural languages;Quality assurance;Instruments;Monitoring;Manuals","","2","","17","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Physical access control: A case study in a military institution of the Brazil","L. M. do Nascimento; A. P. Favacho de Araújo; P. F. von Paumgartten","Departamento de Tecnologia da Informação - DepTI, Marinha do Brasil - MB, Brasília, Brasil; Departamento de Ciência da, Computação - CIC, Universidade de Brasília - UnB, Brasil; Diretoria de Tecnologia - Ditec, Banco do Brasil - BB","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","This case study assesses the differences between the control of physical access to a military institution, specifically in their offices located in different regions of Brazil, one located in the state A and the other in the state B. The study analyzes the institution from the point of view of physical access control, areas and facilities, guard duty, and information. The lack of standardization in physical access control methods is noted and research is carried out to determine the factors that lead to this situation. In addition to the analysis carried out in this paper, measures are proposed to turn the physical access control into an efficient system throughout the military institution.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170437","Security;Physical Access Control;Biometric System","Access control;Retina;Military computing;Standardization;Biometrics (access control);Surges","","","","18","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Development of a monitoring system for evaluation of the mental health program in the city of Santarém, State of Pará, Brazil","A. E. Gomes Macedo; O. C. Baltatu; B. A. da Silva","Núcleo do Parque Tecnológico de São José dos Campos, Universidade Camilo Castelo Branco (UNICASTELO), Sao Paulo, SP, BR; Núcleo do Parque Tecnológico de São José dos Campos, Universidade Camilo Castelo Branco (UNICASTELO), Sao Paulo, SP, BR; Programa de Computacão, Universidade Federal do Oeste do Pará (UFOPA), Santarém, Brasil","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","SisMental is software that generates a comprehensive assessment and monitoring of the Mental Health Program in Primary Care implemented in the municipality of Santarém. SisMental creates a database in order to solve the data management pitfalls and costs found in patient care with mental disability. The software allows also identifying the prevalence of mental disorders and neurological in the city, which basic health unit has the higher prevalence of mental neurological and disorders, which are the most utilized psychotropic drugs in every basic health unit. Data collection begins in the basic health units with the notification of pathology and finished with the presentation of the database in the provision of municipal accounts, forming a flowchart. The SisMental comprises a set of steps and methods, tools and procedures to create IT architecture to be used by Internet browsers, enabling its deployment infrastructure within the local area network (LAN) SEMSA. It is adopted from free computing technologies, therefore, free commercial licenses. The SisMental generates an Electronic Health Record (EHR) system database and performs an epidemiological analysis, creating a comprehensive assessment and monitoring of the Mental Health Program within the Primary Health Care of Santarem.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170438","Software;mental health;primary care;professional health care","Software;Monitoring;Local area networks;Internet;Databases;Cities and towns;Browsers","","","","14","","30 Jul 2015","","","IEEE","IEEE Conferences"
"New paradigm in communication — The social networks between Brands and Consumers","G. Alves; J. Antunes","Viseu, Portugal; Instituto Politécnico de Viseu, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","5","This study aims to analyze the relationship between brands and consumers on social networks, namely: perceive the behavior of consumers, analyze their relationship with brands and the impact in purchase decisions. The procedure that was used was a literature review on the topics addressed and the development of questionnaires to study the behavior of users of social networks. The results highlight the exponential use of social networks and the growing trend to follow certain brands. It also appears that consumers expect to achieve personal advantages through this proximity to the brands and to follow brands on social networks influence the purchase decision process of consumers.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170439","brands;social networks;web 2.0;communication;consumer","Web 2.0;Media;Facebook;Communities;LinkedIn","","2","","14","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Use of information technology on statutory auditors' work: New profiles beyond Spreadsheets' users","I. Pedrosa; C. J. Costa; R. M. S. Laureano","Coimbra Business School, IPC e ISTAR-IUL Quinta Agrícola, Coimbra, Portugal; Instituto Universitário de Lisboa (ISCTE - IUL) ISTAR-IUL Av. das Forças Armadas - Lisboa, Portugal; Instituto Universitário de Lisboa (ISCTE - IUL) UNIDE-IUL Av. das Forças Armadas - Lisboa, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","Computer-Assisted Audit Tools and Techniques' use among auditors has been a research topic on information systems' acceptance or adoption. Since the late 70, guidelines and suggestions on Computer-Assisted Audit Tools' use, relating it to auditors' efficacy and efficiency, have been published by professionals, academics and authoritative bodies. In this paper, the main objective is to define statutory auditors' profiles on Computer-Assisted Audit Tools' use. Those profiles emerge from frequent use of CAATs and on the tasks that are being done with CAATs. Indications on further use are presented and discussed. To achieve the objective, an online survey was developed and 110 complete answers were considered. Beyond profiles definition, this paper defines groups of CAATs. This research contributes to enlighten a possible gap between auditors' needs, available training programmes and software houses' releases: despite tools' potential, auditors keep using spreadsheet to execute most of the work. With more focused training, based on, e.g. applied statistics, Data mining and Benford's Law to fraud detection, this scenario can change in the next years.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170440","Computer-assisted audit techniques;CAATs;Financial auditors;External auditors;Information technology acceptance","Data mining;Companies;Productivity;Software;Training;Context;Data analysis","","5","","29","","30 Jul 2015","","","IEEE","IEEE Conferences"
"FrameGeoSocial mobile Ad-hoc social network based on geolocation","T. M. Ramos; B. R. Moura; M. B. Damasceno; M. Holanda; A. Araujo","Department of Computer Science, University of Brasília, Brazil; Universidade de Brasilia, Brasilia, DF, BR; Universidade de Brasilia, Brasilia, DF, BR; Universidade de Brasilia, Brasilia, DF, BR; Universidade de Brasilia, Brasilia, DF, BR","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","5","With the advent of wireless communication networks and the new generation of smartphones, the access to data transmission networks has become possible anywhere at any time. Today, a group of users can gather in a dynamic manner and set up their own ad hoc communication networks and share geolocalization information thought Global Position System (GPS). Meanwhile, the use of social networks has seen intense popularity, allowing a collection of people with common interests to establish relationships. In this context, this paper proposes a framework called FrameGeoSocial with to help develop mobile Ad-hoc social network based on Geolocation. Subsequently, FrameGeoSocial was used in a case study the creation of a social network amongst friends, to share information about places to visit, and tips on what to do in these places.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170441","Social Network;Ad-hoc Network;Geospatial Data","Social network services;IEEE 802.11 Standard;Mobile communication;Mobile computing;Ad hoc networks;Androids;Humanoid robots","","1","","18","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Solid dosing system for feeding dogs with remote communication module","D. J. Lancheros-Cuesta; D. R. Suarez; L. Hernandez-Carlos Gordo","Ingeniería en Automatización, Universidad de La Salle Ingeniería en Automatización, Bogotá, Colombia; Ingeniería en Automatización, Universidad de La Salle Ingeniería en Automatización, Bogotá, Colombia; Ingeniería en Automatización, Universidad de La Salle, Bogota, CO","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","5","Currently families usually have a dog at home, which means taking care of their welfare, mainly in food. The problem arises when caregivers can not be home for several days. This paper show the development of a metering cylinder system that provides one serving of 40g. The device has an elaborate structure in AISI 304, with a storage of food in acrylic. The dosing mechanism is set to amount and frequency of dosing, using a controller. Additional mobile communication module, which informs the user the feed level in the tank and if the dog has not eaten joined.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170442","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170442","dispenser;prototype;remote communication system","Monitoring;Modems;Solids;Dogs;Surges;Frequency control","","2","","5","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Towards a framework that promotes integration between the UX design and SCRUM, Aligned to CMMI","A. L. Peres; S. L. Meira","Centro de Informatica Universidade Federal de Pernambuco (UFPE) Recife, Pernambuco; Centro de Informatica Universidade Federal de Pernambuco (UFPE) Recife, Pernambuco","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","This paper proposes a framework to integrate user experience design into the software development cycle. The proposal defines practices, principles, techniques and artifacts of user experience in organizations that use agile methodologies (SCRUM) in association with CMMI process areas and the dimensions prescribed in the maturity model for user experience design recommended by the Human Factors Institute. The evolutionary path is supported by SCRUM practices. The preliminary framework is based on systematic reviews of the integration of design and experience, agile methodologies, SCRUM and CMMI. The framework, as well as future studies, will be validated and refined by panels of experts and case studies.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170443","Maturity models;CMMI;user experience;agile methodologies;SCRUM","Usability;Organizations;Software engineering;Human factors;Bibliographies;Systematics","","6","","18","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Technical and pedagogical usability in a virtual learning environment: A case study at the Federal Institute of Rio Grande do Norte — Brazil","A. L. Santos de Pinho; F. M. de Sales; J. G. Santa Rosa; M. A. Silva Ramos","Department of Statistics, Federal Institute of Rio Grande do Norte, Federal University of Rio Grande do Norte, Natal, RN, BR; Department of Management and Information Technology, Federal University of Rio Grande do Norte, Natal, RN, BR; Department of Arts, Federal Institute of Rio Grande do Norte, Federal University of Rio Grande do Norte, Natal, RN, BR; Institute of Education, Federal University of Rio Grande do Norte, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","Bearing in mind the new generation of virtual users' increasing demands, it is expected that virtual learning environments hold now a better quality design, from linearity to internationally recommended standards, including presentation aspects, interface and interaction modes, which are principles of technical usability, as a quality attribute that comprises methods to improve ease of use. A research is being conducted, aiming to investigate the perceptions of students attending a technical course in the Federal Institute of Education, Science and Technology in Rio Grande do Norte (IFRN), Brazil, regarding technical and pedagogical usability in the learning process. Even though the research is still taking place, the current paper presents the study and the preliminary results so far accomplished that point to the importance of pedagogical usability principles to achieve educational targets.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170444","technical and pedagogical usability;virtual learning environments (VLE);distance learning","Usability;Context;Web sites;Collaboration;Computer aided instruction;Data collection","","1","","33","","30 Jul 2015","","","IEEE","IEEE Conferences"
"The impact of data accuracy on user-perceived business service's quality","M. Belhiah; B. Bounabat; S. Achchab","Laboratoire AL QualSADI, ENSIAS Mohammed V University of Rabat, Rabat, Morocco; Laboratoire AL QualSADI, ENSIAS Mohammed V University of Rabat, Rabat, Morocco; Laboratoire AL QualSADI, ENSIAS Mohammed V University of Rabat, Rabat, Morocco","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","As business processes have become increasingly automated, data quality becomes the limiting and penalizing factor in the business service's overall quality, and thus impacts customer satisfaction, whether it is an end-user, an institutional partner or a regulatory authority. The available research that is related to business services' quality paid very little attention to the impact of poor data quality on good services delivery and customer satisfaction, and to the calculation of the optimal level of data quality. The aim of this paper is to present a customer-oriented approach that will help to understand and analyze how an organization business service's overall quality is linked to the quality of upstream business processes and of data objects in use. This paper also introduces a calculation framework that allows the identification of an optimal level of data quality - data accuracy dimension in the case of this paper - taking into account the business processes' execution accuracy and data accuracy.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170445","Business service and process quality;data quality;accuracy;user satisfaction;enterprise architecture","Accuracy;Unified modeling language;Computer architecture;Customer satisfaction;Measurement;Organizations","","3","","14","","30 Jul 2015","","","IEEE","IEEE Conferences"
"ITC impacts in the health sector: PACS adoption in Centro Hospitalar do Médio Ave","R. P. Henrique Diniz; J. C. Nascimento","Centro Hospitalar do Médio Ave, Portugal; Departamento de Sistemas de Informação, Universidade do Minho, Guimarães, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","ICT management is traditionally a complex area in the health sector. Significant investments have been made but related results are normally hard to find. In this context, the present research aims to study the process of implementation of Picture Archiving and Communication System (PACS) at Centro Hospitalar do Médio Ave, in order to understand the process of technology adoption in a hospital context and the analyze the related impacts. This study is based in an interpretative approach, supported by a qualitative research process in order to obtain and analyze relevant information that was gained from a qualified panel of experts, including both health and ITC professionals.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170446","IT management;Health IT;IT Adotion","Picture archiving and communication systems;Hospitals;Silicon;Context;Surges;Biomedical imaging;Investment","","","","21","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Technical and pedagogical usability in e-Learnig: Perceptions of students from the Federal Institute of Rio Grande do Norte (Brazil) in virtual learning environment","F. M. de Sales; M. A. Silva Ramos","Ciências de Educação (Tecnologias Educativas), pela Universidade do Minho, Braga, Portugal; Universidade do Minho, Braga, Braga, PT","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","4","Bearing in mind the new generation of virtual users' increasing demands, it is expected that virtual learning environments hold now a better quality design, from linearity to internationally recommended standards, including presentation aspects, interface and interaction modes, which are principles of technical usability, while a quality attribute that comprises methods to improve ease of use. A PhD research is being conducted, aiming to investigate the perceptions of students from Federal Institute of Education, Science and Technology in Rio Grande do Norte (IFRN), Brazil, regarding technical and pedagogical usability in the learning process.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170447","technical and pedagogical usability;virtual learning environments (VLE);distance learning","Usability;Web sites;Visualization;Electronic learning;Linearity;Standards","","1","","33","","30 Jul 2015","","","IEEE","IEEE Conferences"
"Using case-based reasoning into a decision support methodology for the incident resolution control in IT","T. Dias Freire de Mello; E. C. Lopes","Departamento de Tecnologia da Informação, Universidade Salvador (UNIFACS), Salvador, Bahia, Brasil; Departamento de Sistemas e Computação, Universidade Salvador (UNIFACS), Salvador, Bahia, Brasil","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","With the increasing use of information technology (IT) within organizations, there was an increased need for support customers and its infrastructure, especially in calls for incident resolution. Decisions and actions are taken to repair and normalize the services caused by incidents. The process of efficient decision-making requires timing and standardization among all members of a team. Many organizations adopt Information Technology Infrastructure Library (ITIL) to structure and facilitate their decision-making. In turn, an important model of artificial intelligence, Case-Based Reasoning (CBR), has aided the decision-making process using reasoning by analogy. This paper presents a decision support methodology described by a general decision-making process, aided by the CBR model, since ITIL does not propose resolution of incidents using analogy and IT environments rarely found standardization for reasoning by analogy. Thus, the aim is to facilitate decision-making and create standardization in the resolution of incidents considering reasoning by analogy. A prototype built with the framework JColibri served to validate the proposal of this work.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170448","Case-based reasoning;Decision making;Decision support methodology;ITIL","Integrated circuits;Cognition;Information technology;Libraries;Decision making;Unified modeling language;Software","","1","","12","","30 Jul 2015","","","IEEE","IEEE Conferences"
"User modelling in scheduling system with artificial neural networks","B. Cunha; A. Madureira; J. P. Pereira","GECAD, Polytechnic of Porto (ISEP/IPP), Porto, Portugal; GECAD, Polytechnic of Porto (ISEP/IPP), Porto, Portugal; GECAD, Polytechnic of Porto (ISEP/IPP), Porto, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","6","User modelling has become a central subject for anybody interested in understanding how users interact with technology. Personalization is a key issue in an era when there is so much information and so many people interacting in so many ways. Modern users desire a customized experience that adapts itself to their requirements and understands what they need even before they notice it. In order to morph any system into an adapting one, every relevant interaction with its users has to be maintained. Then, a mathematical structure capable of discovering patterns amongst that information is necessary, being able to classify users according to the roles they play. With a correct user categorization, the system knows when, how and what to do to adapt its content, via a mixed-initiative approach. In this paper, an artificial neural network is selected as classifier and users are divided in three roles, from beginners to experts. ADSyS, the target system of this proposal, adapts its content based on who is operating it, providing a higher usability. This guide on how to adapt a system to its users is built as part of ADSyS, but is intended to be generalized as a foundation to other systems.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170449","Artificial Neural Networks;User Modelling;Scheduling Systems;Human-Computer Interaction;Learning","Artificial neural networks;Adaptation models;Usability;Training;Proposals;Neurons;Computer architecture","","3","","23","","30 Jul 2015","","","IEEE","IEEE Conferences"
"System based on machine vision for translation of fingerspelling alphabet to latin alphabet","D. Lancheros-Cuesta; C. S. Schlenker; L. F. Morales","Ingenieria en Automatización, Universidad de La Salle, Bogota, Colombia; Ingenieria en Automatización, Universidad de La Salle, Bogota, Colombia; Universidad de La Salle, Bogota, CO","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","30 Jul 2015","2015","","","1","5","On the nowadays society exist a lot of communication problems, particularly when the persons has sensory disabilities as deafness or blindness. This problem take place at the moment of interpreting the sign language. The present paper shows the development of a current research project that integrates an intelligent system in the recognition of images and its reproduction in hardware interpretations ends. For those purposes, a system of image acquisition with a webcam and an interface was implemented in Matlab, through which the video was displayed in real time, the image of the point gained, together with the translation of Colombian sign language. This system was trained to recognize 4-letter alphabet, obtaining an average error of 2%, concluding that such application was effective for translating letters acquired both the right hand or the left; similarly concluded that the type of radial neural network proves to be very useful for this type of operation and the higher classification have this training, the results will be more accurate cast. Finally it is important to note that the system integrates hardware with Arduino system that displays real-time translation in this system was trained to recognize 4 letters of the alphabet, giving an average error of 2%, the same way the PNN neural network proves to be very useful for this type of sorting operations.","2166-0727","978-9-8998-4345-5","10.1109/CISTI.2015.7170450","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170450","Neuronal Networks;Artificial Vision;Smart Recognition;Image Treatment","MATLAB;Biological neural networks;Training;Assistive technology;Image recognition;Gesture recognition","","","","6","","30 Jul 2015","","","IEEE","IEEE Conferences"
