"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reverse engineering of GUI models for testing","A. M. P. Grilo; A. C. R. Paiva; J. P. Faria","Departamento de Engenharia Informática, Universidade do Porto, Portugal; Departamento de Engenharia Informática, Universidade do Porto, Portugal; Departamento de Engenharia Informática, Universidade do Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","The incorrect behaviour of Graphical User Interfaces (GUIs) can compromise the effective use of the overall software application. One way to discover defects and increase the quality of GUIs is through testing. Test cases can be created manually or produced automatically from a model of the GUI. The size and complexity of GUIs makes it unpractical to do extensive manual testing. However, creating a model of the GUI in order to generate automatically test cases is also a laborious task. This paper presents a reverse engineering approach for diminishing the effort required for constructing the model of an existing GUI. The GUI is exercised by a combination of manual and automatic exploration, and information about its structure and some of its behaviour is automatically extracted, resulting in an incomplete GUI model. This model is subsequently completed manually, validated and used as input for automatic test generation and execution.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556690","Reverse engineering;GUI modelling;GUI testing","Graphical user interfaces;Testing;Reverse engineering;Data mining;XML;Manuals;Navigation","","8","1","18","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Integration of university information systems using Web Services","C. Costa; A. Fernandes; A. C. Melo; L. M. Gomes; H. Guerra","Serviços Académicos da Universidade dos Açores, Universidade dos Açores, Ponta Delgada, Portugal; Secretaria Regional de Educação e Formação, Ponta Delgada, Portugal; Universidade dos Açores, Ponta Delgada, Portugal; Universidade dos Açores, Ponta Delgada, Portugal; Universidade dos Açores, Ponta Delgada, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","The growth and development of an Institution, such as an University, in the number of people and the size of its physical space, can lead to a weak system of communication and connectivity. These factors can compromise the integrity and performance of the technological services. In fact, they have consequences in the flow of the administrative processes with financial and pedagogic consequences for the Institution. Here, we present the development of a prototype for an integration solution of several university information systems based on a Web Services approach. We established the University of Azores (UAc) as our case study, which can be interesting because of the heterogeneous and decentralized nature of the institution organization. Following this technological approach, we intend to show the fitness of the development of software systems based on service-oriented architectures to our case study. We believe that implementing a Web Services solution, allows agility and security, increases speed and ability, can be an economic form of service delivery in the exchange of (critical) information among UAc internal entities (e.g. Academic and Social Services) and external bodies (e.g. local airline company, Social Security Government Services).","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556691","Information Systems;Integration of Information Systems;Web Services","XML;Servers;Information systems;Simple object access protocol;Software","","1","","7","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Displacement estimation of a RC beam test based on TSS algorithm","G. Almeida; H. Biscaia; C. Chastre; J. Fonseca; F. Melício","Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Lisboa, Portugal; Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Lisboa, Portugal; Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Lisboa, Portugal; Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Lisboa, Portugal; Departamento de Engenharia Electrotécnica e Automaçào, Instituto Superior de Engenharia de Lisboa, Lisboa, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","The traditional methodology used in civil engineering measurements requires a lot of equipment and a very complex procedure especially if the number of target points increase. Since the beginning of the current century, several studies have been conducted in the area of photogrametry using digital image correlation associated with block motion algorithms to estimate displacements in reinforced concrete (RC) beams during a load test. Using image processing techniques it is possible to measure the whole area of interest and not only a few points of the tests materials. In this paper, block-matching algorithms are used in order to compare the results from photogrametry techniques and the data obtained with linear voltage displacement transducer (LVDT) sensors during the load tests of RC beams, which are very common to find in civil engineering laboratories.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556688","Photogrametry;Digital Image Correlation;Block Motion Estimation","Algorithm design and analysis;Strain;Correlation;Sensors;Surface cracks;Image edge detection","","","","9","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Ambient intelligence system for controlling home automation installations","P. Valiente-Rocha; J. L. Redondo-García; A. Lozano-Tello","Quercus Software Engineering Group, Escuela Politécnica, Universidad de Extremadura, Caceres, Spain; Quercus Software Engineering Group, Escuela Politécnica, Universidad de Extremadura, Caceres, Spain; Quercus Software Engineering Group, Escuela Politécnica, Universidad de Extremadura, Caceres, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","The present paper proposes the model of an expert system able to control domotic installations, called IntelliDomo. It is an ontology and production SWRL rules-based expert system that has the ability of learning user's habits and preferences in an automatic way. The system obtains its data analyzing the actions that the user frequently performs. The main goal is to detect and to discover new behaviour patterns and to automatically create SWRL rules that propose actions that anticipate these learned patterns.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556689","Sistema Experto;Inteligencia Ambiental;Ontología;SWRL;Domótica;Aprendizaje automático","Ontologies;Actuators;Laboratories;OWL;Expert systems;Silicon compounds","","1","","13","","23 Aug 2010","","","IEEE","IEEE Conferences"
"A case study related to the control of IT services in a small enterprise","F. Albero; J. A. Calvo-Manzano; M. Arcilla","Departamento Lenguajes y Sistemas Informáticos e Ingeniería del Software, Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Departamento Lenguajes y Sistemas Informáticos e Ingeniería del Software, Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Departamento Ingeniería de Software y Sistemas Informáticos, ETSI Informática, Universidad Nacional de Educación a Distancia, Madrid, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This paper shows a case study related to the implementation of the financial management process in a small enterprise whose core business is not Information Technology (IT). A brief description of ITIL v3 financial management process is presented. Then, the target enterprise and its IT infrastructure are described. Finally, it shows how it has begun to implement the financial management process through IT costs accounting of the previous year, which makes the baseline, to make the IT budget for the current year.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556686","financial management;ITIL;small enterprise;IT costs;IT budget","Software;Financial management;Silicon;Internet;Silicon compounds;Manganese","","1","","11","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Quality in the development of applications through the team software process TSPi methodology","J. A. Calvo-Manzano; G. Cuevas; A. Féliz; T. S. Feliu","Departamento Lenguajes y Sistemas Informáticos e Ingenieríe del Software., Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Departamento Lenguajes y Sistemas Informáticos e Ingenieríe del Software., Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Departamento Lenguajes y Sistemas Informáticos e Ingenieríe del Software., Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain; Departamento Lenguajes y Sistemas Informáticos e Ingenieríe del Software., Facultad de Informática, Universidad Politécnica de Madrid, Madrid, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This article describes a case study based on the TSPi application. The data used for this case were obtained from 34 teams of fourth course's students from the Faculty of Computer Sciences, Technical University of Madrid. The teams involved in this study worked on the development of the same project, which has been carried on through 2 separate cycles. The data available were used to perform an exploratory analysis of the different phases of the TSPi life cycle, specifically the deviation between the estimated and the real elimination of defects, the density of the defects, and the yield (percentage of defects eliminated before each phase) of the defects. Finally, the analysis of results is represented by comparing both cycles as well as proposals of improvement.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556687","TSPi;Calidad;Defectos;Densidad de Defectos;Estimación;Rendimiento de Defectos","","","","","14","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Spatiotemporal database models and languages for moving objects: A review","J. P. Silva; M. Y. Santos","School of Technology, Polytechnic Institute of Cávado and Ave (IPCA), Barcelos, Portugal; Information Systems Department, University of Minho, Guimaraes, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","Geographic Information Systems and mobile devices, using wireless technology or the Global Position System, have proliferated in the last decade and made available huge amounts of spatial data. Applications of spatial data are spreading and new purposes are expected. The extensive use of mobility data is among the most promising applications. However, database models and technology to fully explore the potential of mobility data are lacking. This paper presents a short overview of the significant research in the spatiotemporal data models and query languages fields, and summarizes some of the research open issues.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556684","Spatiotemporal database models;Spatiotemporal query languages;moving objects","Data models;Spatiotemporal phenomena;Object oriented modeling;Spatial databases;Database languages;Geographic Information Systems","","","","19","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Simulation of computational grids scheduling politics","L. F. de Oliveira; R. S. Lobato; R. Spolon; M. A. Cavenaghi","Departamento de Ciências de Computação e Estatística, IBILCE, UNESP-Universidade Estadual Paulista, Sao Paulo, Brazil; Departamento de Ciências de Computação e Estatística, IBILCE, UNESP-Universidade Estadual Paulista, Sao Paulo, Brazil; Departamento de Computação, Faculdade de Ciências, UNESP-Universidade Estadual Paulista, Sao Paulo, Brazil; Departamento de Computação, Faculdade de Ciências, UNESP-Universidade Estadual Paulista, Sao Paulo, Brazil","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Computational grids allow users to share resources of distributed machines, even if those machines belong to different corporations. The scheduling of applications must be performed aiming at performance goals, and focusing on choose which processes can have access to specif resources, and which resources. In this article we discuss aspects of scheduling of application in grid computing environment. We also present a tool for scheduling simulation along with test scenarios and results.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556685","simulation;computional grids;scheduling","Computational modeling;Processor scheduling;Dynamic scheduling;Analytical models;Gallium nitride;Application programming interface","","","","12","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Real-time prediction of organ failure and outcome in intensive medicine","M. V. Boas; M. F. Santos; F. Portela; Á. Silva; F. Rua","Departamento de Sistemas de Informação, Universidade do Minho, Guimaraes, Portugal; Departamento de Sistemas de Informação, Universidade do Minho, Guimaraes, Portugal; Departamento de Sistemas de Informação, Universidade do Minho, Guimaraes, Portugal; Serviço de Cuidados Intensivos, Hospital Geral de Santo António, Porto, Portugal; Serviço de Cuidados Intensivos, Hospital Geral de Santo António, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Nowadays, there is a trend to use Data Mining models in the context of decision support for intensive medicine. Previous research has used offline data for predicting organ failure and outcome for the next day. This paper presents the INTCare system, an Intelligent Decision Support System for intensive medicine. Advances in INTCare led to a new goal, the prediction for the next hour, with real-time data, gathered in the Intensive Care Unit of Hospital Geral de Santo António, Oporto, Portugal. Interesting results were achieved, proving that it is possible to use online and real-time data to make accurate predictions for the next hour. This new approach represents an advance in intensive medicine, for hourly prediction will allow doctors to have a proactive attitude, with timely intervention, in order to avoid serious complications in the patients' clinical condition.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556682","INTCare;Sistemas de Apoio à Decisão Inteligente;Clinical Data Mining;Previsão em Tempo Real;Previsão Horária;Medicina Intensiva","RNA;Delta modulation;Cardiology;Artificial intelligence;Data mining;Hospitals;Monitoring","","","","19","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Categorization of user behaviour: Digital imaging architectural visualization in immersive media","D. Fonseca; P. Moreno; O. García; F. Paniagua","GTM-Grup de Recerca en Tecnologies Media, URL, Barcelona, Spain; GTM-Grup de Recerca en Tecnologies Media, URL, Barcelona, Spain; GTM-Grup de Recerca en Tecnologies Media, URL, Barcelona, Spain; Universidad Carlos III de Madrid, Madrid, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","This paper focuses on empirically characterize the emotional behavior of users in the digital image display according to the medium in which is performed and depending on the type of image, user's sex and type of screen. The basis of the study aims to improve and adapt the features of a visual message that generates an optimized impact on the user, taking into account the variables described above. To achieve the basic objectives, we have approached the job from a multidisciplinary perspective, using the theoretical background in the field of psychology for measuring the user's emotional response, implementing them in techniques of usability and human interaction with the interface (HCI-HCC) to evaluate the technical characteristics of digital image and different environments of visualization in the fields of ICT.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556683","visualization;digital image;architecture;user's experience;immserive media","Visualization;Image color analysis;Media;Virtual reality;Data visualization;Digital images;Solid modeling","","","","30","","23 Aug 2010","","","IEEE","IEEE Conferences"
"FEUP fuzzy tool II: Improved tool for education and embedded control","E. M. Pegoraro; A. Sousa","Faculty of Engineering, University of Porta, Portugal; Faculty of Engineering, Portugal, INESCPorto, University of Porta, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","An innovative software called FEUP Fuzzy Tool was developed by professor and students as a teaching tool to support the control of non-linear systems using the computational resources available. It is based on the theory of Fuzzy Logic control. The tool is currently used for investigation and educational purposes. This document briefly describes and validates through some example applications the current release of the toolbox which makes it one of the most complete and advanced fuzzy logic software available. The present tool now includes Neuro Fuzy optimization, visual debugging and run time control on the PC or in an embeddable platform.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556680","Fuzzy logic;Neural networks;Neuro-fuzzy;Soft Computing;Free Pascal;Lazarus","Robots;Fuzzy logic;Adaptation model;Fuzzy sets;Graphical user interfaces;Equations;Object oriented modeling","","1","","14","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Contracts evaluation of software and services acquisition in outsourcing","C. -M. Jose A.; C. Gonzalo; M. Jezreel; S. F. Tomás; Á. Rocha","Departamento Lenguajes y Sistemas Informáticos e, Ingeniería del Software, Universidad Politécnica de Madrid, Facultad de Informática, 28660 Boadilla del Monte, Madrid, España; Departamento Lenguajes y Sistemas Informáticos e Ingeniería del Software, Universidad Politécnica de Madrid, Madrid, España; Departamento Lenguajes y Sistemas Informáticos e Ingeniería del Software, Universidad Politécnica de Madrid, Madrid, España; Departamento Lenguajes y Sistemas Informáticos e Ingeniería del Software, Universidad Politécnica de Madrid, Madrid, España; Facultad de Ciencia y Tecnología, Universidad Fernando Pessoa, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Contract plays an important role while outsourcing relationship exists. If an organization decides to acquire software and services products, the contract is a fundamental mechanism to ensure that expectations are realized. This paper describes a contract evaluation method for Software and Services Acquisition Organizations, which allows minimizing the causes of failure in the relationship between acquirer and supplier.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556681","adquisición de productos y servicios software;contrato;outsurcing;método de evaluación","Silicon","","","","18","","23 Aug 2010","","","IEEE","IEEE Conferences"
"E-sharing: Development and use of learning objects repository","M. J. A. Gonçalves; R. H. Pereira; M. P. Cota","ISCAP/IPP, Porto, Portugal; Universidad de Vigo, Vigo, Spain; ISCAP/IPP, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","In the new learning environments, built width digital technologies, the need to promote quality of education resources, commonly known as Learning Objects, which can support formal and informal distance learning, emerge as one of the biggest challenge that educational institutions will have to face. Due to the fact that is expensive, the reuse and sharing became very important issue. This article presents a Learning Object Repository which aims to store, to disseminate and maintain accessible Learning Objects.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556678","e-Learning;Learning Objects;Learning Objects Repository;Metadados","Least squares approximation;Electronic learning;Adaptation model;Analytical models;Portals;Materials","","","","14","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Identifying best practices for a software development organization through knowledge management","A. J. Calvo-Manzano; G. Cuevas; M. A. Muñoz; T. S. Feliu; R. Álvaro; Á. Sánchez","Departamento Lenguajes y Sistemas informáticos e Ingeniería del Software, Universidad Politécnica de Madrid, Madrid, España; Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES; Departamento Lenguajes y Sistemas informáticos e Ingeniería del Software, Universidad Politécnica de Madrid, Madrid, España; Universidad Politecnica de Madrid, Madrid, Comunidad de Madrid, ES; Universidade Fernando Pessoa, Porto, Porto, PT; Everis Foundation, Avenida de Manoteras, 52, 28050 Madrid","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This paper describes a method for identifying the best practices of a software development organization, focusing on reducing change resistance through knowledge management. These best practices are important because they allow software management to know how an organization works by formalizing, preserving and promoting key knowledge. Besides, they will allow software process improvement initiatives to be successfully implemented within the organization","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556679","organización de desarrollo de software;procesos de desarrollo de software;mejores prácticas;conocimiento;gestión del conocimiento","","","","","26","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Epidemiological proactive surveillance based on Asterisk and Php","X. Basogain; M. A. Olabe; K. Espinosa; M. A. Gómez; J. L. Larrabe; V. Cane; P. Galván; M. Cabral","Dpto. Ingenicría de Sistemas y Automática Escuela Técnica Superior de Ingeniería, UPV-EHU, Bilbao, Spain; Dpto. Ingenicría de Sistemas y Automática Escuela Técnica Superior de Ingeniería, UPV-EHU, Bilbao, Spain; Dpto. Ingenicría de Sistemas y Automática Escuela Técnica Superior de Ingeniería, UPV-EHU, Bilbao, Spain; Dpto. Ingenicría de Sistemas y Automática Escuela Técnica Superior de Ingeniería, UPV-EHU, Bilbao, Spain; Dpto. Ingenicría de Sistemas y Automática Escuela Técnica Superior de Ingeniería, UPV-EHU, Bilbao, Spain; Dpto. de Ingenicría Biomédica e Imágeries Instituto de Investigaciones en Ciencias de la Salud (IICS), Asunción, Paraguay; Dpto. de Ingenicría Biomédica e Imágeries Instituto de Investigaciones en Ciencias de la Salud (IICS), Asunción, Paraguay; Dpto. de Ingenicría Biomédica e Imágeries Instituto de Investigaciones en Ciencias de la Salud (IICS), Asunción, Paraguay","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","2","The new services of ICTs applied to the health sector in developing countries are opening new horizons in the field of epidemiological surveillance. Moreover, if these services are proactive they may be more effective in the prevention, facilitating the work of primary care units and optimizing the policies of the agencies responsible for public health. Our research group in collaboration with the Research Institute of Health Sciences (IICS) from Paraguay, is developing a surveillance system for febrile syndromes based on a VoIP Asterisk PBX software and its interaction with databases and forms via web scripting language php.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556676","e-Health;e-Salud;Asterisk;Epidemiological Surveillance Sistem;Tele-Health;Proactive","Surveillance;Logic gates;Informatics;Software;Information technology;Telemedicine;Biomedical measurements","","","","11","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Looking for efective ways of achieving and sustaining Business-IT alignment","P. M. Malta; R. D. Sousa","Algoritmi R&D Centre and Cicant R&D Center, Escola de Comunicação, Artes e Tecnologias da Informação, Universidade Lusófona de Humanidades e Tecnologias, Lisboa, Portugal; Algoritmi Research & Development Centre, Information Systems Department, University of Minho, Guimaraes, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","5","Aligning Business and Information Technologies strategies has been a subject studied for a long time. Despite all the efforts, achieving and sustaining Business-IT alignment remains a challenge requiring even more agility nowadays to keep up with the competition in a turbulent organizational environment. Past contributions are uncovered in this paper calling particular attention to the development of Enterprise Architecture as a way of addressing this challenge. However, this should be a process to be carried out in the most effective ways looking especially at time and costs. Having proposed frameworks as a point of departure to reflect on the ways they may or may not work in practice, a dialogical action research is proposed for this work involving a close interaction with consultant companies. The resulting improved expertise both from the researcher and practitioners involved should allow for the identification of the most effective ways of achieving and sustaining Business-IT alignment.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556677","Alignment;business;Information Technology;Enterprise Architecture;process","Information systems;Computer architecture;Information technology;Companies;Interviews","","2","","53","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Serious games for rehabilitation: A survey and a classification towards a taxonomy","P. Rego; P. M. Moreira; L. P. Reis","IPVC-Instituto Politécnico de Viana do Castelo, ESTG-Escola Superior de Tecnologia e Gestão, Viana do Castelo, Portugal; IPVC-Instituto Politécnico de Viana do Castelo, ESTG-Escola Superior de Tecnologia e Gestão, Viana do Castelo, Portugal; LIACC-Laboratório de Inteligência Artificial e Ciência, Universidade do Porto, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","Serious Games are growing into a significant area spurred by the growth in the use of video games and of new methods for their development. They have important applications in several distinct areas such as: military, health, government, and education. The design of computer games can offer valuable contributions to develop effective games in the rehabilitation area. This paper presents fundamental concepts relating to Serious Games followed by a survey of relevant work and applications on Serious Games for Rehabilitation. We propose a classification designed to properly distinguish and compare Serious Games for Rehabilitation systems in what concerns their fundamental characteristics. We also describe a particular Serious Game for Rehabilitation, RehaCom, as a case study. Finally, the paper presents some challenges and research opportunities in this area.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556674","Serious Games;Rehabilitation;Game Design;Health Informatics","Games;Training;Computers;Medical treatment;Three dimensional displays;Tracking","","22","","34","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Incorporation web in secondary education in Galicia","D. J. S. Rodríguez; D. G. Bretaña; M. P. Cota; L. V. Crespo","Departamento de Informática, Universidad de Vigo, Vigo (España), Spain; Departamento de Informática, Universidad de Vigo, Vigo (España), Spain; Departamento de Informática, Universidad de Vigo, Vigo (España), Spain; Departamento de Informática, Universidad de Vigo, Vigo (España), Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","The incorporation of new technologies in everyday life, specifically Internet and the Web, has been rising steadily and similarly happened in the world of education, however, this trend has continued at different rates. The Xunta de Galicia has made available to schools a project called Webs Dinámicas, which aims to democratize the use of these technologies in education. We think this is the time that teachers should be incorporated into the new teaching model that is presented for what we think is necessary to analyze the situation and establish a training schedule to facilitate this process.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556675","Webs Dinámicas;Web 2.0;education","Education;HTML;Software;Medical services;Surges;Multimedia communication;Adaptation model","","","","24","","23 Aug 2010","","","IEEE","IEEE Conferences"
"An open software architecture for learning support processes for people with intellectual disabilities","F. P. Martín; R. C. Paniagua; Á. G. Crespo; D. Fonseca","Departamento de Informática, Universidad Carlos III de Madrid, Leganes, Spain; Departamento de Informática, Universidad Carlos III de Madrid, Leganes, Spain; Departamento de Informática, Universidad Carlos III de Madrid, Leganes, Spain; GTM-Grup de Recerca en Technologies Mèdia, Enginyeria I Arquitectura La Salle, URL, Barcelona, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","Intellectual disability is often accompanied by other disabilities such as visual, auditory or motor. The mixture of these disabilities in differents degrees, become each people who have intellectual disability in an individual with very specific needs. The software tools used to support training and education are usually generalists and customization and/or expansion is often a complex process or simply impossible. Being a relatively small group, people with intellectual disabilities are not taken into account when defining the objectives of such support systems software. This paper presents the architecture of an open software platform for the development and use of educational support activities that can be customizable and scalable to service the group of people working in the care of people with intellectual disabilities.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556672","Plataforma;arquitectura;diseño;software;discapacidad;cerebral","Software;Multimedia communication;Visualization;Tiles;Streaming media;Training;Monitoring","","","","10","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Applying usability principles to the design of a web interface for the “iLab - inventory manager for electronics laboratory”","R. Pinho; A. Sousa; A. Restivo","Department of Electrical and Computer Engineering, Faculty of Engineering, University of Porta, Porto, Portugal; INESC-Porto, Faculty of Engineering, University of Porta, Porto, Portugal; Department of Informatics Engineering, Faculty of Engineering, University of Porta, Porto, Portugal","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This paper presents a case study of an existing web application of inventory management for electronics laboratories, accounting for usability principles and best practices for user interface design. The iLab project efficiently manages the inventory, requests, users (borrowings, purchases, etc.) and associated historic and workflow information. This enables users to queue requests and track their statuses. Usability is critical for for the success of such application. A web based interface is to be designed using usability principles, making sure all end-users use the application in an intuitive and effective way. To achieve these goals the study consisted on four phases: plan, analyze, design and, test and refine. After this study it has been concluded that with this methodology developers are able to create more user-friendly and efficient applications.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556673","Usability;web;PHP;design;thin client","Usability;Laboratories;User interfaces;Sorting;Interviews;Web sites;Prototypes","","","","5","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Ranking alternatives on the basis of a dominance intensity measure and fuzzy logic","P. Sabio; A. Mateos; A. Jiménez","Departamento de Economía Aplicada I, URJC, Madrid, Spain; Departamento de Inteligencia Artificial, Facultad de Informática, Universidad Politécnica de Madrid, Boadilla del Monte, Spain; Departamento de Inteligencia Artificial, Facultad de Informática, Universidad Politécnica de Madrid, Boadilla del Monte, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","6","This paper introduces a new ranking method based on an additive multiattribute utility function for multicriteria decision-making problems with imprecise information. Alternative performances are described under uncertainty by uniform distributions, while classes of utility functions are used in each attribute and weights representing the relative importance of criteria are triangular (or trapezoidal) fuzzy numbers.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556670","multiattribute utility;imprecision;dominance;fuzzy logic","Silicon;Presses;Biological system modeling;Computational modeling;Decision making;Fuzzy logic;System-on-a-chip","","1","","16","","23 Aug 2010","","","IEEE","IEEE Conferences"
"Quality in use of service evaluation framework for mobile services","I. P. García; A. B. L. Vilariño","DeustoTech, Fundación Deusto, Bilbao, Spain; DeustoTech, Fundación Deusto, Bilbao, Spain","5th Iberian Conference on Information Systems and Technologies","23 Aug 2010","2010","","","1","4","In a world more and more competitive, where the requirements and demands from technology-aware users grow as the supply is increased, telecom operators face great challenges to be able to deliver their products. In order to achieve this, enterprises are growing awareness of the fact that evaluating the product's internal and external quality is not enough anymore. The user experience and the quality in-use of a product are equally important, if not more. This paper describes a framework for the measure and evaluation of the user experience based on the standard ISO/IEC 9126-4. The evaluation is based on four main aspects: effectiveness, productivity, safety and satisfaction. The aim of this paper is to prove that the evaluation of the quality in use of mobile services can be significantly sped up by the automation of its capture and analysis processes.","2166-0735","978-989-96247-3-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556671","quality in use;user experience;evaluation;mobile services;ISO/IEC 9126","Software;ISO standards;IEC standards;Mobile communication;Java;Software engineering;Observers","","","","8","","23 Aug 2010","","","IEEE","IEEE Conferences"
